task,vri_id,mi_number,mi_modification,mi_manufactureYear,mi_Owner_name,org_title,mitypeTitle,mitypeType,mitypeNumber,vriType,result_doc_type,result_docnum,mitypeURL
"Манометры, поверенные в ЦАГИ",117918877,1267,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918878,1271,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918879,2541,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918880,2560,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918881,25873,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918882,34760,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918883,1293,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918884,1276,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918885,1311,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",117918886,28758,"МО-1,6",,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,И-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",117918887,22021,МО-16,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",117918888,63406,МО-16,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",117918889,624,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",117918890,1124,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",117918891,724,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",117918893,824,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",117918894,224,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",117918895,924,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",117918896,524,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331772
"Манометры, поверенные в ЦАГИ",117918897,1224,ТМ2 (...,,ФГУП ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-03,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331773
"Манометры, поверенные в ЦАГИ",124453538,691168,МП4-У...,,ФГУП ...,ФЕДЕР...,Маном...,МП3-У...,10135-88,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",124453540,691540,МП4-У...,,ФГУП ...,ФЕДЕР...,Маном...,МП3-У...,10135-88,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",124453541,35822,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453543,40425,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453544,40441,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,И-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453547,5063,МТИ (...,,ФГУП ...,ФЕДЕР...,Маном...,"МТИ, ВТИ",1844-63,Периодическая,Извещение о непригодности,И-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/319378
"Манометры, поверенные в ЦАГИ",124453548,51220,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453549,69743,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453551,72832,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453553,69753,МО-250,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453555,15168,МО-40...,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453660,0003,МО (0...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453662,4154,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453663,4183,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453665,66939,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453666,66744,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453668,66765,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453669,66709,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453670,40541,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453673,66813,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453674,5402V66A,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453675,5402V2DU,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453676,5402V606,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453678,5402V1FN,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453680,5402V1WP,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453681,5402V1XK,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453682,5402V64L,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453685,54025XH3,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453686,54018E8B,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453687,56318,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453689,62298,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453691,55923,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453692,66026,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453693,5402V61Z,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453695,25526,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453698,44/18,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453700,44/20,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453701,44/15,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453702,44/19,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453703,44/16,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453706,44/14,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453707,6C01372,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453708,56553,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453710,55522,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453711,56392,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453713,56684,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453714,15320,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453716,56343,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453717,12261,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453718,41869,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453721,42185,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453722,54018DT7,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453723,540153KL,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453725,5402V612,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453727,5402V6FT,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453728,540152DP,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453729,5402V6EV,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453732,5402V602,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453733,5402V1UX,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453734,54014HME,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453736,5402V1S8,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453737,5402V2DF,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453739,25506,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453740,26165,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453742,44/13,213.5...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453743,12/44,P1454...,,Специ...,ФЕДЕР...,Маном...,P1454,55372-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",124453745,11/44,P1454...,,Специ...,ФЕДЕР...,Маном...,P1454,55372-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",124453747,10/44,P1454...,,Специ...,ФЕДЕР...,Маном...,P1454,55372-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/367941
"Манометры, поверенные в ЦАГИ",124453748,07/44,МВПЗ-...,,Специ...,ФЕДЕР...,Маном...,"МП-У,...",10135-15,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/1383135
"Манометры, поверенные в ЦАГИ",124453750,05/44,МВПЗ-...,,Специ...,ФЕДЕР...,Маном...,"МП-У,...",10135-15,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/1383135
"Манометры, поверенные в ЦАГИ",124453752,02/44,МП4-У...,,Специ...,ФЕДЕР...,Маном...,"МП-У,...",10135-15,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/1383135
"Манометры, поверенные в ЦАГИ",124453753,44/01,ТМВ-5...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453755,06/44,ТМВ-5...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453757,05/44,ТМВ-5...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453758,08/44,ТМВ-5...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453760,44/12,2 (0....,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453761,44/1,2 (-1...,,Специ...,ФЕДЕР...,Маном...,серии 2,55984-13,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/368622
"Манометры, поверенные в ЦАГИ",124453764,14/44,ТМ (0...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453765,15/44,ТВ3 (...,,Специ...,ФЕДЕР...,Маном...,"ТМ, Т...",25913-08,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/331774
"Манометры, поверенные в ЦАГИ",124453766,67431,МО 11...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-00,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323269
"Манометры, поверенные в ЦАГИ",124453769,115926,МО 11...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-00,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323269
"Манометры, поверенные в ЦАГИ",124453770,10731,МО 11...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-00,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323269
"Манометры, поверенные в ЦАГИ",124453772,26719,МО-10,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453774,39617,МО-25,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453776,34781,МО-25,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453777,7400,МО-50,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453778,97721,МО-16,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453781,96127,МО-16,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453782,6085,"МО-2,5",,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453784,104251,"МО-2,5",,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453786,11932,МО-1,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-07,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323271
"Манометры, поверенные в ЦАГИ",124453787,13300...,МО-160,,ФГУП ...,ФЕДЕР...,Маном...,МО,490-50,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/360574
"Манометры, поверенные в ЦАГИ",124453789,120707,МО 11...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-00,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323269
"Манометры, поверенные в ЦАГИ",124453790,54631,МО 11...,,ФГУП ...,ФЕДЕР...,Маном...,МО и ВО,20680-00,Периодическая,Извещение о непригодности,И-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/323269
"Манометры, поверенные в ЦАГИ",124453792,к-4,МП3-У...,,ФГУП ...,ФЕДЕР...,Маном...,МП3-У...,10135-88,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
"Манометры, поверенные в ЦАГИ",124453794,К-7,МП3-У...,,ФГУП ...,ФЕДЕР...,Маном...,МП3-У...,10135-88,Периодическая,Извещение о непригодности,C-АОЛ...,https://fgis.gost.ru/fundmetrology/registry/4/items/304273
